"Date","Price","Open","High","Low","Vol.","Change %"
"01/03/2021","0.053744","0.048134","0.063510","0.047762","126.81B","11.67%"
"01/02/2021","0.048129","0.036826","0.086356","0.029054","557.44B","30.64%"
"01/01/2021","0.036841","0.004666","0.072000","0.006000","658.03B","689.54%"
"01/12/2020","0.004666","0.003559","0.005463","0.003001","150.64B","31.39%"
"01/11/2020","0.003551","0.002569","0.004287","0.002453","95.62B","38.28%"
"01/10/2020","0.002568","0.002634","0.002905","0.002512","53.44B","-2.48%"
"01/09/2020","0.002634","0.003210","0.003286","0.002533","86.00B","-17.96%"
"01/08/2020","0.003210","0.003224","0.003839","0.003134","164.60B","-0.43%"
"01/07/2020","0.003224","0.002314","0.005425","0.002282","255.67B","39.32%"
"01/06/2020","0.002314","0.002573","0.002666","0.002277","101.30B","-10.07%"
"01/05/2020","0.002573","0.002460","0.002692","0.002277","522.97B","4.60%"
"01/04/2020","0.002460","0.001800","0.002689","0.001769","1,000.80B","36.68%"
"01/03/2020","0.001800","0.002216","0.002533","0.001291","570.61B","-18.77%"
"01/02/2020","0.002216","0.002381","0.022000","0.002216","63.57B","-6.94%"
"01/01/2020","0.002381","0.002015","0.184558","0.001855","54.27B","18.19%"
"01/12/2019","0.002015","0.002394","0.002824","0.001998","114.14B","-15.84%"
"01/11/2019","0.002394","0.002633","0.003221","0.001834","107.62B","-9.10%"
"01/10/2019","0.002633","0.002418","0.002890","0.002339","98.90B","8.92%"
"01/09/2019","0.002418","0.002681","0.003061","0.002142","80.36B","-9.75%"
"01/08/2019","0.002679","0.002897","0.003285","0.002427","68.31B","-7.54%"
"01/07/2019","0.002897","0.003279","0.004442","0.002734","89.83B","-11.65%"
"01/06/2019","0.003279","0.003401","0.003648","0.002853","106.93B","-3.44%"
"01/05/2019","0.003396","0.002510","0.003576","0.002466","113.89B","35.31%"
"01/04/2019","0.002510","0.002076","0.004162","0.002069","88.63B","20.90%"
"01/03/2019","0.002076","0.001927","0.002101","0.001900","10.74B","7.74%"
"01/02/2019","0.001927","0.001893","0.002123","0.001797","13.13B","1.80%"
"01/01/2019","0.001893","0.002327","0.002364","0.001834","15.67B","-18.66%"
"01/12/2018","0.002327","0.002185","0.002874","0.002016","23.92B","6.53%"
"01/11/2018","0.002185","0.003804","0.003832","0.002011","37.01B","-42.57%"
"01/10/2018","0.003804","0.005933","0.006070","0.003609","29.64B","-35.88%"
"01/09/2018","0.005933","0.004823","0.007039","0.004326","69.53B","23.00%"
"01/08/2018","0.004823","0.002979","0.005064","0.002099","17.22B","61.90%"
"01/07/2018","0.002979","0.002543","0.004430","0.002254","7.97B","17.14%"
"01/06/2018","0.002543","0.003431","0.003820","0.002279","5.43B","-25.89%"
"01/05/2018","0.003432","0.005232","0.005545","0.002447","6.66B","-34.40%"
"01/04/2018","0.005232","0.002800","0.006070","0.002632","13.74B","86.86%"
"01/03/2018","0.002800","0.006070","0.006270","0.002722","10.64B","-53.88%"
"01/02/2018","0.006070","0.006006","0.008430","0.003048","17.84B","1.06%"
"01/01/2018","0.006006","0.008927","0.019000","0.005416","16.00B","-32.72%"
"01/12/2017","0.008927","0.002053","0.011020","0.001971","37.35B","334.83%"
"01/11/2017","0.002053","0.001147","0.002700","0.001023","51.09B","78.99%"
"01/10/2017","0.001147","0.001168","0.001182","0.000900","62.84B","-1.80%"
"01/09/2017","0.001168","0.002100","0.002853","0.000669","37.50B","-44.38%"
"01/08/2017","0.002100","0.001674","0.002333","0.001405","10.23B","25.45%"
"01/07/2017","0.001674","0.002555","0.002764","0.001251","222.57M","-34.48%"
